CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_ADDRESS1;EMPLOYER_ADDRESS2;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAIC_CODE;TOTAL WORKERS;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_WAGE_SOURCE;PW_WAGE_SOURCE_YEAR;PW_WAGE_SOURCE_OTHER;WAGE_RATE_OF_PAY;WAGE_UNIT_OF_PAY;H-1B_DEPENDENT;WILLFUL VIOLATOR;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE
I-200-11026-943974;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ARCHITECT;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;71219;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;83500 -;Year;Y;N;REDMOND;KING;WA;98052
I-200-11026-964972;CERTIFIED;6/26/15;7/2/15;H-1B;06/29/2015;06/21/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;54330;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;68000 -;Year;Y;N;MALVERN;CHESTER;PA;19355
I-200-11027-109245;CERTIFIED-WITHDRAWN;10/30/13;12/3/14;H-1B;01/05/2014;01/04/2017;"WELLPOINT, INC.";2015 STAPLES MILL ROAD;;RICHMOND;VA;23230;UNITED STATES OF AMERICA;N/A;8043547929;;JAMES KING;ATLANTA;GA;ELEARNING DESIGNER;13-1151;TRAINING AND DEVELOPMENT SPECIALISTS;524114;1;Y;38230;Year;Level I;OES;2013;OFLC ONLINE DATA CENTER;38230 - 90017;Year;N;N;WOODLAND HILLS;LOS ANGELES;CA;91367
I-200-11027-221837;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;70429;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;72500 -;Year;Y;N;WINDSOR;HARTFORD;CT;06095
I-200-11027-261836;CERTIFIED;6/27/15;7/2/15;H-1B;09/16/2015;09/15/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;53747;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;66000 -;Year;Y;N;PHOENIX;MARICOPA;AZ;85027
I-200-11027-362364;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;06/22/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ETL DEVELOPER;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;65291;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;69500 -;Year;Y;N;DANBURY;FAIRFIELD;CT;06810
I-200-11027-394295;CERTIFIED-WITHDRAWN;3/8/12;1/9/15;H-1B;04/16/2012;04/15/2015;HITACHI DATA SYSTEMS CORPORATION;750 CENTRAL EXPRESSWAY;;SANTA CLARA;CA;95050;UNITED STATES OF AMERICA;;4089701000;;RONALD OYE;SAN FRANCISCO;CA;SOFTWARE DEVELOPMENT ENGINEER;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541511;1;Y;71906;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;71906 - 88000;Year;N;N;BELLEVUE;KING;WA;98008
I-200-11027-752410;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;63523;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;64500 -;Year;Y;N;PHOENIX;MARICOPA;AZ;85054
I-200-11028-330794;CERTIFIED;3/12/15;3/18/15;H-1B;09/11/2015;09/10/2018;MCGLADREY LLP;ONE SOUTH WACKER DRIVE;SUITE 600;CHICAGO;IL;60606;UNITED STATES OF AMERICA;;3126343457;;JOCELYN CAMPANARO;DENVER;CO;ASSURANCE MANAGER;13-2011;ACCOUNTANTS AND AUDITORS;5412;1;Y;74464.00;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;86000.00 -;Year;N;N;CHICAGO;COOK;IL;60606
I-200-11034-588807;CERTIFIED;2/26/15;3/5/15;H-1B;08/23/2015;08/23/2018;"ILLUSTRIA, INC.";4340 EAST-WEST HIGHWAY;SUITE 401;BETHESDA;MD;20814;UNITED STATES OF AMERICA;;2408003130;;ADAM FRANK;BETHESDA;MD;GRAPHIC DESIGNER;27-1024;GRAPHIC DESIGNERS;541430;1;Y;35402.00;Year;Level I;Other;2014;OFLC ONLINE DATA CENTER;36000 - 36000;Year;N;N;BETHESDA;MONTGOMERY;MD;20814
I-200-11041-430198;CERTIFIED;1/16/15;1/23/15;H-1B;02/17/2015;02/17/2018;"LOYAL3 HOLDINGS, INC.";150 CALIFORNIA STREET;SUITE 400;SAN FRANCISCO;CA;94111;UNITED STATES OF AMERICA;;4159810700;;HARRY LEWIS;SAN FRANCISCO;CA;"SENIOR SOFTWARE ENGINEER, DEVOPS";15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";511210;1;Y;134638.00;Year;Level IV;OES;2014;OFLC ONLINE DATA CENTER;135000 -;Year;N;N;SAN FRANCISCO;SAN FRANCISCO;CA;94111
I-200-11054-177434;CERTIFIED-WITHDRAWN;7/23/12;7/7/15;H-1B;01/20/2013;01/19/2016;OZARKS MEDICAL CENTER;1100 KENTUCKY AVENUE;PO BOX 1100;WEST PLAINS;MO;65775;UNITED STATES OF AMERICA;;4172561701;;ELISE BRUNER;MINNEAPOLIS;MN;MENTAL HEALTH THERAPIST;21-1023;MENTAL HEALTH AND SUBSTANCE ABUSE SOCIAL WORKERS;621111;1;Y;24835.00;Year;Level I;OES;2012;N/A;35360 -;Year;N;N;WEST PLAINS;HOWELL;MO;65775
I-200-11056-066339;CERTIFIED-WITHDRAWN;11/8/12;9/3/15;H-1B;04/26/2013;04/25/2016;"TRIQUINT SEMICONDUCTOR, INC.";2300 NE BROOKWOOD PARKWAY;;HILLSBORO;OR;97124;UNITED STATES OF AMERICA;;5036159000;;GRETEL NESS;PORTLAND;OR;PACKAGING ENGINEER;17-2131;MATERIALS ENGINEERS;3344;1;Y;80621.00;Year;Level III;OES;2012;OFLC ONLINE DATA CENTER;80621.00 - 87179.20;Year;N;N;APOPKA;ORANGE;FL;32703
I-200-11068-196462;CERTIFIED;1/7/15;1/13/15;H-1B;06/12/2015;06/11/2018;EDUCATIONAL TESTING SERVICE;660 ROSEDALE ROAD;MS-03D;PRINCETON;NJ;08541;UNITED STATES OF AMERICA;;6097341910;;ELLEN FREEMAN;PITTSBURGH;PA;PSYCHOMETRICIAN;15-2041;STATISTICIANS;611710;1;Y;69326.00;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;80000 - 110000;Year;N;N;PRINCETON;MERCER;NJ;08541
I-200-11070-665599;CERTIFIED;3/4/15;3/10/15;H-1B;09/03/2015;09/03/2018;"CONCORD, INC.";509 2ND AVENUE SOUTH;;HOPKINS;MN;55343;UNITED STATES OF AMERICA;;9522411090;;LOAN HUYNH;MINNEAPOLIS;MN;DEVELOPER;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541990;1;Y;50565.00;Year;Level I;OES;2014;OFLC ONLINE DATA CENTER;57000 -;Year;N;N;HOPKINS;HENNEPIN;MN;55343
I-200-11077-157227;CERTIFIED-WITHDRAWN;6/28/13;2/4/15;H-1B;07/08/2013;07/07/2016;PROGRESSIVE STEP CORP.;111 WEST MICHIGAN STREET;N/A;MILWAUKEE;WI;53203;UNITED STATES OF AMERICA;N/A;4149088000;;GRANT SOVERN;MADISON;WI;PHYSICAL THERAPIST;29-1123;PHYSICAL THERAPISTS;623110;1;Y;30.84;Hour;Level II;OES;2012;OFLC ONLINE DATA CENTER;38.00 -;Hour;N;N;WEST READING;BERKS;PA;19611
I-200-11080-460161;CERTIFIED;2/3/15;2/9/15;H-1B;02/09/2015;02/08/2018;CONOCOPHILLIPS COMPANY;600 N. DAIRY ASHFORD;;HOUSTON;TX;77079;UNITED STATES OF AMERICA;;2812932781;;LAURIE SNIDER;DALLAS;TX;PETROPHYSICIST;19-4041;GEOLOGICAL AND PETROLEUM TECHNICIANS;324110;1;Y;65520.00;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;94560 - 141840;Year;N;N;HOUSTON;HARRIS;TX;77084
I-200-11090-706169;WITHDRAWN;10/13/14;10/13/14;H-1B;10/13/2014;10/12/2017;"LAND-O-SUN DAIRIES, LLC";1505 ROBIN HOOD ROAD;;RICHMOND;VA;23220;UNITED STATES OF AMERICA;;7573972387;;LAURIE SNIDER;DALLAS;TX;INDUSTRIAL/PACKAGING ENGINEER;49-9041.00;INDUSTRIAL MACHINERY MECHANICS;311511;1;Y;37003.00;Year;Level I;OES;2012;OFLC ONLINE DATA CENTER;50960 -;Year;N;N;RICHMOND;RICHMOND CITY;VA;23220
I-200-11091-394790;CERTIFIED;10/14/14;10/20/14;H-1B;04/09/2015;04/08/2018;"VMWARE, INC.";3401 HILLVIEW AVE;;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;JACQUELYN MARONEY;AUSTIN;TX;MEMBER OF TECHNICAL STAFF - CONTINUING PRODUCT DEVELOPMENT;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541511;1;Y;98557.00;Year;;Other;2014;RADFORD GLOBAL TECHNOLOGY SURVEY;106000.00 -;Year;N;N;PALO ALTO;SANTA CLARA;CA;94304
I-200-11091-443655;CERTIFIED;10/21/14;10/27/14;H-1B;04/20/2015;04/19/2018;"VMWARE, INC.";3401 HILLVIEW AVE;;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;JACQUELYN MARONEY;AUSTIN;TX;SENIOR MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541511;1;Y;113775.00;Year;;Other;2014;RADFORD GLOBAL TECHNOLOGY SURVEY;161356.00 -;Year;N;N;PALO ALTO;SANTA CLARA;CA;94304
I-200-11094-255821;CERTIFIED;3/11/15;3/18/15;H-1B;04/16/2015;04/15/2018;SAPHIRE SOLUTIONS INC;"523 GREEN STREET, 2ND FLOOR";;ISELIN;NJ;08830;UNITED STATES OF AMERICA;;8008189078;104;;;;SYSTEMS ADMINISTRATOR;15-1142;NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS;541511;1;Y;69638;Year;Level II;OES;2015;ONLINE WAGE LIBRARY;79560 -;Year;Y;N;BETHPAGE;NASSAU;NY;11714
I-200-11094-631338;WITHDRAWN;3/30/12;11/21/14;H-1B;09/15/2012;09/14/2015;BROADCOM CORPORATION;5300 CALIFORNIA AVE.;N/A;IRVINE;CA;92617;UNITED STATES OF AMERICA;N/A;9499265000;;A. James V_zquez-Azpiri;San Francisco;CA;"IT ENGINEER, PRINCIPAL";17-2072;"ELECTRONICS ENGINEERS, EXCEPT COMPUTER";334413;1;Y;111134.00;Year;Level IV;OES;2012;OFLC ONLINE DATA CENTER;122922.00 -;Year;N;N;IRVINE;ORANGE;CA;92617
I-200-11094-681434;CERTIFIED;3/7/15;3/18/15;H-1B;09/06/2015;09/06/2018;"PIONEER HI-BRED INTERNATIONAL, INC.";1007 MARKET STREET;D-7031;WILMINGTON;DE;19898;UNITED STATES OF AMERICA;;3027730451;;LAWRENCE RUDNICK;PHILADELPHIA;PA;FIELD OPERATIONS MANAGER;19-1013;SOIL AND PLANT SCIENTISTS;115112;1;Y;62546.00;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;82135 - 128340;Year;N;N;DURANT;CEDAR;IA;52747
I-200-11103-799691;CERTIFIED;2/3/15;2/10/15;H-1B;08/01/2015;07/31/2018;SHELL INTERNATIONAL EXPLORATION AND PRODUCTION INC.;910 LOUISIANA STREET;;HOUSTON;TX;77002;UNITED STATES OF AMERICA;;7132414623;;LAURIE SNIDER;DALLAS;TX;RESEACH ENGINEER FLOW ASSURANCE;17-2041;CHEMICAL ENGINEERS;2111;1;Y;109391.00;Year;;Other;2014;DIETRICH FALL 2014 ENGINEERING SALARY SURVEY;125000 - 166000;Year;N;N;HOUSTON;HARRIS;TX;77082
I-200-11104-207699;CERTIFIED;2/26/15;3/6/15;H-1B;07/30/2015;07/29/2018;CONOCOPHILLIPS COMPANY;600 N. DAIRY ASHFORD;;HOUSTON;TX;77079;UNITED STATES OF AMERICA;;2812932781;;LAURIE SNIDER;DALLAS;TX;COMMERCIAL MARINE COORDINATOR;11-3071;"TRANSPORTATION, STORAGE, AND DISTRIBUTION MANAGERS";324110;1;Y;80400;Year;;Other;2014;TOWERS WATSON PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SURVEY;99280 - 148920;Year;N;N;HOUSTON;HARRIS;TX;77079
I-200-11104-552808;CERTIFIED;2/26/15;3/4/15;H-1B;08/02/2015;08/01/2018;CONOCOPHILLIPS COMPANY;600 N. DAIRY ASHFORD;;HOUSTON;TX;77079;UNITED STATES OF AMERICA;;2812932781;;LAURIE SNIDER;DALLAS;TX;RESERVOIR ENGINEER;17-2171;PETROLEUM ENGINEERS;324110;1;Y;94557.00;Year;Level I;OES;2014;OFLC ONLINE DATA CENTER;94560 - 141840;Year;N;N;HOUSTON;HARRIS;TX;77079
I-200-11108-389050;CERTIFIED-WITHDRAWN;4/20/11;10/1/14;H-1B;10/17/2011;10/16/2014;PFIZER INC;235 EAST 42ND STREET;;NEW YORK;NY;10017;UNITED STATES OF AMERICA;;2125732886;;Karen Courreges;Phoenix;AZ;OPERATIONS SUPPORT MANAGER;15-1071.00;NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS;325412;1;Y;78666;Year;Level IV;OES;2010;OFLC ONLINE DATA CENTER;82700 - 124000;Year;N;N;GROTON;NEW LONDON;CT;06340
I-200-11109-539130;CERTIFIED;6/27/15;7/2/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;WEB DEVELOPER;15-1134;WEB DEVELOPERS;541511;1;Y;60632;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;72000 -;Year;Y;N;SAN ANTONIO;BEXAR;TX;78288
I-200-11111-001870;CERTIFIED;3/4/15;3/10/15;H-1B;09/01/2015;08/31/2018;FEDERAL HOME LOAN MORTGAGE CO.;8250 JONES BRANCH DRIVE;MSA3E;MCLEAN;VA;22102;UNITED STATES OF AMERICA;;7039188838;;JAMES ALEXANDER;WASHINGTON;DC;ECONOMIC AND FINANCIAL MODELING SENIOR;15-2031.00;OPERATIONS RESEARCH ANALYSTS;522294;1;Y;64085;Year;Level I;OES;2014;OFLC ONLINE DATA CENTER;64100 - 133100;Year;N;N;MCLEAN;FAIRFAX;VA;22102
I-200-11111-121098;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;09/04/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;60632;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;72000 -;Year;Y;N;SAN ANTONIO;BEXAR;TX;78288
I-200-11111-982345;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;60632;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;70500 -;Year;Y;N;SAN ANTONIO;BEXAR;TX;78288
I-200-11112-281926;CERTIFIED-WITHDRAWN;4/22/11;10/18/14;H-1B;05/01/2011;04/30/2014;VINSYS INFORMATION TECHNOLOGY INC;"12020 SUNRISE VALLEY DRIVE, SUITE:100";;RESTON;VA;20191;UNITED STATES OF AMERICA;;7033714120;;;;;COMPUTER PROGRAMMER/ANALYST;15-1021.00;COMPUTER PROGRAMMERS;514511;1;Y;67995.00;Year;Level II;OES;2010;OFLC ON-LINE DATA CENTER;75000 -;Year;N;N;WARREN;SOMERSET COUNTY;NJ;07059
I-200-11115-309350;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;06/23/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;60278;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;64700 -;Year;Y;N;OLDSMAR;PINELLAS;FL;34677
I-200-11115-514196;CERTIFIED-WITHDRAWN;7/12/13;4/17/15;H-1B;07/12/2013;07/11/2016;"EXLSERVICE.COM, LLC";280 PARK AVENUE;38TH FLOOR;NEW YORK;NY;10017;UNITED STATES OF AMERICA;;2122777100;;GRANT SOVERN;MADISON;WI;PROJECT MANAGER;15-2041;STATISTICIANS;541611;1;Y;86174.00;Year;Level IV;OES;2013;OFLC ONLINE DATA CENTER;86174 - 143500;Year;N;N;NEW YORK;NEW YORK;NY;10017
I-200-11115-677350;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DATABASE ADMINISTRATOR;15-1141;DATABASE ADMINISTRATORS;541511;1;Y;62837;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;72000 -;Year;Y;N;AUSTIN;TRAVIS;TX;78735
I-200-11116-014193;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;09/30/2017;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;61339.00;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;64500 -;Year;Y;N;WARSAW;KOSCIUSKO;IN;46580
I-200-11117-812849;WITHDRAWN;10/13/14;10/13/14;H-1B;10/13/2014;10/12/2017;PHILLIPS 66 COMPANY;3010 BRIARPARK DRIVE;"PINNACLE WESTCHASE, OFFICE 9000";HOUSTON;TX;77042;UNITED STATES OF AMERICA;;2812936600;;LAURIE SNIDER;DALLAS;TX;SR. ENVIRONMENTAL ENGINEER;17-2081;ENVIRONMENTAL ENGINEERS;2111;1;Y;75298.00;Year;;Other;2013;DIETRICH FALL 2013 ENGINEERING SALARY SURVEY;94400.00 - 141600.00;Year;N;N;HOUSTON;HARRIS;TX;77081
I-200-11119-984478;CERTIFIED;5/28/15;6/3/15;H-1B;09/05/2015;09/05/2018;E.I. DU PONT DE NEMOURS AND COMPANY;"974 CENTRE ROAD, BUILDING 721/ROOM 1254";CHESTNUT RUN PLAZA;WILMINGTON;DE;19805;UNITED STATES OF AMERICA;;3029968284;;LAWRENCE RUDNICK;PHILADELPHIA;PA;RESEARCH INVESTIGATOR;15-2041;STATISTICIANS;325199;1;Y;76606.00;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;83784 - 130908;Year;N;N;WILMINGTON;NEW CASTLE;DE;19803
I-200-11122-280368;CERTIFIED;6/27/15;7/2/15;H-1B;10/27/2015;10/26/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;MIDDLEWARE ADMINISTRATOR;15-1142;NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS;541511;1;Y;78957;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;97610 -;Year;Y;N;TEMPE;MARICOPA;AZ;85281
I-200-11123-821133;CERTIFIED-WITHDRAWN;8/5/14;6/4/15;H-1B;09/01/2014;08/31/2015;JOHNS HOPKINS UNIVERSITY;1620 MCELDERRY STREET;;BALTIMORE;MD;21205;UNITED STATES OF AMERICA;;4109553371;;;;;POSTDOCTORAL RESEARCH FELLOW;19-1021;BIOCHEMISTS AND BIOPHYSICISTS;611310;1;Y;35464;Year;Level I;Other;2014;OFLC ONLINE DATA CENTER;47820 -;Year;N;N;BALTIMORE;BALTMORE CITY;MD;21287
I-200-11124-100013;CERTIFIED;11/18/14;11/24/14;H-1B;05/15/2015;05/14/2018;"VMWARE, INC.";3401 HILLVIEW AVE;;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;JACQUELYN MARONEY;AUSTIN;TX;SENIOR MEMBER OF TECHNICAL STAFF - QUALITY ENGINEERING;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;109262.00;Year;;Other;2014;RADFORD GLOBAL TECHNOLOGY SURVEY;130500.00 -;Year;N;N;PALO ALTO;SANTA CLARA;CA;94304
I-200-11124-254488;CERTIFIED;6/27/15;7/2/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER SYSTEMS ENGINEER;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;55432;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;64500 -;Year;Y;N;PHOENIX;MARICOPA;AZ;85027
I-200-11124-879077;CERTIFIED;6/27/15;7/2/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;63981;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;69200 -;Year;Y;N;IRVING;DALLAS;TX;75039
I-200-11125-288803;WITHDRAWN;10/13/14;10/13/14;H-1B;10/13/2014;10/12/2017;"BROKEN HILL PROPRIETARY (USA), INC.";"1360 POST OAK BOULEVARD, SUITE 150";;HOUSTON;TX;77056;UNITED STATES OF AMERICA;;7139618500;;LAURIE SNIDER;DALLAS;TX;ASSOCIATE HSE ANALYST GGO;17-2111.01;INDUSTRIAL SAFETY AND HEALTH ENGINEERS;541690;1;Y;99507.00;Year;Level IV;OES;2012;OFLC ONLINE DATA CENTER;123490.08 -;Year;N;N;HOUSTON;HARRIS;TX;77056
I-200-11125-745085;CERTIFIED;6/27/15;7/2/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;63981;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;70500 -;Year;Y;N;IRVING;DALLAS;TX;75039
I-200-11125-809881;CERTIFIED;3/19/15;3/30/15;H-1B;09/18/2015;09/15/2018;PROGRESS SOLUTIONS INC;"2601 NETWORK BLVD, SUITE #450";;FRISCO;TX;75034;UNITED STATES OF AMERICA;;6785597777;;;;;PROGRAMMER / ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;63981;Year;Level II;Other;2014;OFLC ONLINE CENTER;70000 -;Year;N;N;FRISCO;COLLIN;TX;75034
I-200-11129-673628;CERTIFIED;6/27/15;7/2/15;H-1B;10/01/2015;09/29/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;63981;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;69200 -;Year;Y;N;IRVING;DALLAS;TX;75039
I-200-11132-238105;CERTIFIED;2/4/15;2/10/15;H-1B;02/04/2015;10/15/2015;TRANS AMERICAN INFORMATION SYSTEMS INC;860 HEBRON PKWY;#701;LEWISVILLE;TX;75057;UNITED STATES OF AMERICA;;9723150444;;JOHN BOUDIA;SOUTHFIELD;MI;ATG TECH LEAD/ARCHITECT;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541511;1;Y;95077;Year;Level III;Other;2014;OFLC ONLINE DATA CENTER;105000 -;Year;Y;N;RICHARDSON;DALLAS;TX;75081
I-200-11132-494594;CERTIFIED-WITHDRAWN;8/9/13;1/12/15;H-1B;01/10/2014;06/08/2016;"FEDBID, INC.";8500 LEESBURG PIKE;SUITE 602;VIENNA;VA;22182;UNITED STATES OF AMERICA;N/A;8779333243;;GRANT SOVERN;MADISON;WI;SENIOR SOFTWARE ENGINEER;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541511;1;Y;87422.00;Year;Level II;OES;2013;OFLC ONLINE DATA CENTER;90000 -;Year;N;N;VIENNA;FAIRFAX;VA;22182
